province,year,transport_value_added_100m_cny,total_generation_100m_kwh,hydro_generation_100m_kwh,thermal_generation_100m_kwh,clean_generation_100m_kwh,hydro_share,clean_power_ratio,nev_stock_10k,gasoline_consumption_10k_ton,diesel_consumption_10k_ton,fuel_total_10k_ton,diesel_share_in_fuel,fuel_intensity_per_100m_cny,public_charging_piles,national_bev_buses
辽宁省,2016,1208.8,1778.76,47.03,1399.56,379.2000000000001,0.0264397670287166,0.2131822168252041,,307.0,611.31,918.31,0.6656902353235835,0.7596872931833223,,
辽宁省,2017,1265.3,1829.27,34.53,1408.9,420.3699999999999,0.0188763823820431,0.2298020521847512,,308.05,659.54,967.59,0.6816316828408727,0.7647119260254485,,
辽宁省,2018,1314.7,1982.69,33.57,1453.8,528.8900000000001,0.0169315425003404,0.2667537537386077,,317.06,695.99,1013.05,0.6870243324613791,0.7705560203848786,,
辽宁省,2019,1317.8,2072.94,43.58,1476.74,596.2,0.0210232809439732,0.2876108329232877,,319.07,690.69,1009.76,0.6840140231342101,0.7662467749279102,,324464.0
辽宁省,2020,1228.8,2135.26,56.55,1506.84,628.4200000000003,0.0264838942330207,0.2943060798216612,,223.96,674.54,898.5,0.750740122426266,0.731201171875,,
辽宁省,2021,1367.0,2257.58,78.42,1496.78,760.8,0.0347363105626378,0.3369980244332426,,237.28,724.79,962.07,0.7533651397507458,0.7037820043891734,,419500.0
辽宁省,2022,1407.9,2256.78,79.7,1394.12,862.6600000000003,0.0353158039330373,0.3822525899733249,12.875660164732311,223.05,669.15,892.2,0.7499999999999999,0.6337097805241849,12200.0,455500.0
辽宁省,2023,1581.9,2362.91,65.24,1354.64,1008.2699999999998,0.027610023234063,0.4267068995433596,26.92705570152391,,,,,,15200.0,473900.0
重庆市,2012,595.5,536.5,183.6,338.77,197.73,0.3422180801491146,0.3685554520037279,,31.987632,316.70600920464,348.69364120464,0.9082643667102972,0.5855476762462469,,
重庆市,2013,647.3,630.03,177.32,450.92,179.10999999999996,0.2814469152262591,0.2842880497754074,,36.72,351.74,388.46,0.9054728929619522,0.6001235902981616,,
重庆市,2014,685.7,675.8,240.77,430.55,245.25,0.3562740455756141,0.3629032258064515,,46.72,321.59,368.31,0.8731503353153595,0.5371299402070875,,
重庆市,2015,731.0,680.0,229.44,440.79,239.21,0.3374117647058823,0.3517794117647058,,55.56,396.13,451.69,0.8769952843764529,0.617906976744186,,
重庆市,2016,782.4,701.19,247.18,449.37,251.82000000000005,0.3525150101969508,0.3591323321781543,,56.68,420.1,476.78,0.881119174462016,0.6093813905930471,,
重庆市,2017,833.7,728.1,250.99,468.89,259.21000000000004,0.3447191319873643,0.3560087900013735,,62.34,442.58,504.92,0.8765348966172859,0.6056375194914236,,
重庆市,2018,905.9,799.53,246.14,543.42,256.11,0.307855865320876,0.3203256913436644,,147.53,278.9,426.43,0.6540346598503858,0.4707252456120984,,
重庆市,2019,1011.5,811.55,242.27,554.93,256.62,0.2985275090875485,0.3162097221366521,,165.28,264.3,429.58,0.6152521067088784,0.424695996045477,,324464.0
重庆市,2020,1008.4,840.52,281.0,541.49,299.03,0.3343168514728977,0.3557678579926712,,170.84,246.1,416.94,0.5902527941670265,0.4134668782229274,,
重庆市,2021,1194.6,991.43,282.78,681.21,310.2199999999999,0.2852243728755434,0.3129015664242558,,172.43,253.56,425.99,0.5952252400291087,0.3565963502427591,,419500.0
重庆市,2022,1234.6,997.84,203.11,755.15,242.69000000000003,0.2035496672813276,0.2432153451455143,27.527273455634592,143.23,205.13,348.36,0.5888448731197611,0.282164263729143,,455500.0
重庆市,2023,1345.4,1120.21,224.36,848.91,271.30000000000007,0.2002838753448014,0.2421867328447345,44.87842616920651,,,,,,31700.0,473900.0
陕西省,2012,678.4,1330.5,79.88,1126.7,203.79999999999995,0.0600375798571965,0.1531754979331078,,149.41,393.4,542.81,0.7247471490945266,0.8001326650943396,,
陕西省,2013,678.9,1511.98,110.87,1391.71,120.26999999999998,0.0733276895197026,0.0795447029722615,,86.91,311.8,398.71,0.7820220210177823,0.5872882604212698,,
陕西省,2014,758.7,1620.78,112.98,1490.86,129.92000000000007,0.0697071780253951,0.0801589358210244,,91.8611,327.36,419.2211,0.7808767259090729,0.552551865032292,,
陕西省,2015,809.2,1623.0,134.26,1452.38,170.6199999999999,0.0827233518176216,0.1051263093037584,,100.14,295.14,395.28,0.7466605950212508,0.488482451804251,,
陕西省,2016,885.3,1757.41,125.14,1581.48,175.93000000000006,0.0712070603900057,0.1001075446253293,,95.938442640965,260.776347842363,356.714790483328,0.7310500007275451,0.4029309730976256,,
陕西省,2017,965.8,1814.03,142.13,1586.05,227.98,0.0783504131684702,0.1256759811028483,,112.95,230.35163611688705,343.30163611688704,0.6709890425295181,0.3554583103301791,,
陕西省,2018,1040.2,1855.59,136.11,1639.69,215.89999999999984,0.0733513329992078,0.1163511336017115,,118.42,243.7,362.12,0.6729813321550867,0.3481253605075947,,
陕西省,2019,1112.5,2193.2,154.98,1860.45,332.7499999999998,0.0706638701440817,0.1517189494802114,,119.73,218.59,338.32,0.6461042799716246,0.3041078651685393,,324464.0
陕西省,2020,1142.8,2379.41,128.11,2037.87,341.54,0.0538410782504906,0.1435397850727701,,104.0,168.62,272.62,0.6185166165358374,0.238554427721386,,
陕西省,2021,1265.5,2739.75,141.35,2281.76,457.9899999999998,0.0515922985673875,0.1671648873072359,,105.8,169.84,275.64,0.616166013640981,0.2178111418411694,,419500.0
陕西省,2022,1310.2,2852.09,87.3,2395.88,456.21,0.0306091322503848,0.1599563828630933,30.635191426432044,101.85,163.48,265.33,0.6161383936984133,0.2025110670126698,,455500.0
陕西省,2023,1442.9,3103.75,126.58,2560.73,543.02,0.0407829238824003,0.1749561014901329,52.95654287966369,,,,,,54500.0,473900.0
青海省,2012,86.1,556.3,434.9,114.7,441.6,0.7817724249505663,0.7938162861765234,,6.3614,60.7649,67.1263,0.905232375387888,0.7796318234610918,,
青海省,2013,91.4,611.08,435.49,134.43,476.65,0.7126562806833802,0.7800124369967926,,6.12,62.9,69.02,0.9113300492610836,0.7551422319474835,,
青海省,2014,98.5,580.32,392.07,129.86,450.46,0.6756100082712986,0.7762269092914255,,7.726999999999999,71.17010000000002,78.89710000000002,0.902062306472608,0.8009857868020307,,
青海省,2015,101.1,566.0,364.33,122.0,444.0,0.6436925795053003,0.784452296819788,,7.65,72.95,80.60000000000001,0.9050868486352356,0.7972304648862514,,
青海省,2016,108.0,552.96,300.85,152.19,400.77,0.5440719039351852,0.7247721354166667,,8.64,86.05,94.69,0.9087548843594888,0.8767592592592592,,
青海省,2017,119.0,626.59,334.22,161.19,465.4,0.533395043010581,0.7427504428733303,,10.8143,96.94,107.7543,0.8996392719362475,0.9054983193277312,,
青海省,2018,123.9,811.03,517.9,124.36,686.67,0.638570706385707,0.8466641184666411,,13.36,106.88,120.24,0.8888888888888888,0.97046004842615,,
青海省,2019,116.9,886.14,554.04,107.37,778.77,0.6252285191956124,0.8788340442819419,,13.95,108.14,122.09,0.8857400278483086,1.044396920444825,,324464.0
青海省,2020,106.2,951.95,599.0,104.54,847.4100000000001,0.6292347287147434,0.890183307946846,,15.48,84.78,100.26,0.8456014362657092,0.9440677966101696,,
青海省,2021,128.1,995.71,504.94,150.01,845.7,0.5071155256048447,0.8493436844061022,,21.64,88.55,110.19,0.8036119430075325,0.8601873536299766,,419500.0
青海省,2022,137.4,998.05,426.78,159.54,838.51,0.4276138470016532,0.8401482891638695,1.3319648446274803,24.47,87.12,111.59,0.7807151178421006,0.8121542940320233,,455500.0
青海省,2023,169.3,1009.71,398.33,160.4,849.3100000000001,0.3944994107218904,0.8411425062641749,3.1414898318444564,,,,,,3000.0,473900.0
黑龙江省,2012,383.1,843.1,13.34,763.5,79.60000000000002,0.0158225596014707,0.0944134740837386,,195.98,198.6,394.58,0.5033199858076942,1.029966066301227,,
黑龙江省,2013,377.1,839.3,30.52,732.66,106.64,0.0363636363636363,0.1270582628380793,,200.06,199.92,399.98,0.4998249912495624,1.060673561389552,,
黑龙江省,2014,429.6,881.3,19.86,782.35,98.94999999999992,0.0225348916373539,0.1122773175990014,,228.52,190.8,419.3200000000001,0.4550224172469712,0.9760707635009312,,
黑龙江省,2015,436.5,874.0,16.86,771.09,102.90999999999995,0.0192906178489702,0.1177459954233409,,231.95,188.66,420.61,0.4485390266517676,0.9635967926689576,,
黑龙江省,2016,465.7,900.41,16.87,803.48,96.92999999999996,0.0187359091969214,0.1076509590075631,,242.42,118.26,360.68,0.3278806698458467,0.7744900150311359,,
黑龙江省,2017,491.0,917.28,18.62,805.77,111.51,0.0202991452991453,0.121565934065934,,263.64,90.26,353.9,0.2550437976829613,0.7207739307535641,,
黑龙江省,2018,511.0,1029.21,26.2,876.2,153.01,0.0254564180293623,0.1486674245294934,,272.91,111.62,384.53,0.2902764413699841,0.7525048923679061,,
黑龙江省,2019,550.6,1111.91,27.71,911.73,200.1800000000001,0.0249210817422273,0.1800325565918105,,261.41,110.4,371.81000000000006,0.296925849224066,0.6752815110788232,,324464.0
黑龙江省,2020,599.2,1137.84,31.99,921.77,216.07,0.0281146734162975,0.1898948885607818,,241.26,79.01,320.27,0.246698098479408,0.534495994659546,,
黑龙江省,2021,701.3,1200.53,39.13,948.66,251.87,0.0325939376775257,0.2097990054392643,,291.56,69.17,360.73,0.1917500623735203,0.5143733067160987,7070.0,419500.0
黑龙江省,2022,862.2,1217.59,39.69,878.93,338.66,0.0325971796746031,0.2781396036432625,4.439882815424935,299.97,104.4,404.37,0.258179390162475,0.4689979123173277,,455500.0
黑龙江省,2023,1023.8,1327.41,44.61,935.95,391.46,0.0336067982010079,0.294905115977731,8.526900972149237,,,,,,9700.0,473900.0
