province,year,transport_co2_est_10k_ton,nev_stock_10k,gdp_per_capita_yuan,urbanization_rate,passenger_turnover_100m_pkm,freight_turnover_100m_tkm,road_mileage_10k_km,tertiary_share,gdp_100m_cny,tertiary_value_added_100m_cny,resident_population_10k_person,urban_population_10k_person
上海市,2012,943.0720200000001,0.0,90766.5694039183,0.8929999999999999,182.0791,20373.36566,1.2541,0.6186710386729675,21774.9,13471.5,2399.0,2142.307
上海市,2013,945.9330299999999,0.0,97260.62091503268,0.8959999999999999,195.00047,14332.707,1.2633,0.6464337614555595,23809.4,15391.2,2448.0,2193.408
上海市,2014,949.8819599999999,0.0,105247.26388325902,0.893,209.86722,18633.35837,1.2945,0.6624159910647229,25964.5,17199.3,2467.0,2203.031
上海市,2015,976.5938699999999,0.0,113187.95768917819,0.8853,215.2147,19495.8847,1.3195,0.6932563188314116,27821.6,19287.5,2458.0,2176.0674
上海市,2016,1066.39587,0.0,125512.36319416296,0.89,214.415751,19317.76079131,1.3292,0.7195249952363881,30963.9,22279.3,2467.0,2195.63
上海市,2017,1009.22625,14.0,139409.16463909164,0.891,224.80527,24998.71121332,1.3321991,0.7196865464551766,34378.3,24741.6,2466.0,2197.206
上海市,2018,780.45453,21.0,152602.42424242425,0.8913000000000001,218.70236,28299.85331856,1.3106395,0.7229057615881767,37769.1,27303.5,2475.0,2205.9675
上海市,2019,823.29678,30.0,162197.5010076582,0.8922000000000001,226.94276029,30324.9015458153,1.3044643,0.7409595141297973,40241.2,29817.1,2481.0,2213.5482
上海市,2020,776.2987800000001,42.0,167218.24758842445,0.893,114.55805,32794.99581,1.2916607,0.74847550349847,41603.9,31139.5,2488.0,2221.784
上海市,2021,828.0757800000001,63.5,189069.50582563278,0.893,134.65440447,34074.59558991,1.3082497,0.7551732491276981,47059.4,35538.0,2489.0,2222.677
上海市,2022,717.51438,99.89736334706105,196341.41414141413,0.8933,76.10524988,32369.68911696,1.3004808,0.7636275710214119,48594.5,37108.1,2475.0,2210.9175
上海市,2023,606.95298,128.8442,206692.80257338157,0.8946,191.66,32789.82488474,1.2989,0.7734906477059401,51404.5,39760.9,2487.0,2224.8702
云南省,2012,1788.056865,0.0,24328.006909954653,0.3847,568.68936,1123.35141,21.9052,0.4586687732440997,11266.3,5167.5,4631.0,1781.5457
云南省,2013,1661.7697199999998,0.0,28069.381598793363,0.3999,431.85151,1361.92131,22.294,0.47194288784831506,13027.0,6148.0,4641.0,1855.9359
云南省,2014,1862.0810567325,0.0,30679.346658070062,0.41209999999999997,437.32059,1445.5753,23.0398,0.4827356726047453,14275.1,6891.1,4653.0,1917.5013
云南省,2015,1754.73612,0.0,32937.16491529059,0.4293,456.5754,1500.2748,23.6007,0.5070514239579128,15358.6,7787.6,4663.0,2001.8259
云南省,2016,1811.8541026100743,0.0,35864.01539448364,0.4464,446.0563,1600.07056,23.8052,0.5246756808317834,16773.6,8800.7,4677.0,2087.8128
云南省,2017,1828.3303647400382,0.75,40197.31515022374,0.46290000000000003,453.38615,1824.96016,24.2546303,0.5411458498987523,18864.6,10208.5,4693.0,2172.3897
云南省,2018,2072.2257,1.5,45561.34382309164,0.4744,431.57236,1971.9122876,25.2928626,0.544221211060553,21427.5,11661.3,4703.0,2231.1032
云南省,2019,2276.45424,2.25,50704.49724225711,0.4867,441.48459,1552.04805850466,26.2408664,0.5318486660167935,23902.1,12712.3,4714.0,2294.3038
云南省,2020,2270.12796,3.0,53397.924608216854,0.5005,263.72358,1579.74462,29.2479297,0.522516805806183,25214.5,13175.0,4722.0,2363.361
云南省,2021,2354.7708900000002,5.0,59478.25159914712,0.5105,283.36347363,1868.28472773,30.0889578,0.5207974103164332,27895.3,14527.8,4690.0,2394.245
云南省,2022,2257.1424,21.311437514039685,62435.755380353716,0.5172,247.52362421,1999.7439292,31.6091067,0.5226220176034347,29301.1,15313.4,4693.0,2427.2196
云南省,2023,2159.5139099999997,35.00517241198108,65473.57158142521,0.5292,469.55,2062.08860701,32.9344,0.5354656521483341,30595.8,16383.0,4673.0,2472.9516
内蒙古自治区,2012,2235.261578418734,0.0,43177.353896103894,0.5842,436.44803,5870.34231,16.3763,0.43539275676996686,10638.9,4632.1,2464.0,1439.4688
内蒙古自治区,2013,1277.18496,0.0,47189.00203665988,0.5982,360.51084,4461.95848,16.7515,0.4429818125318302,11584.9,5131.9,2455.0,1468.581
内蒙古自治区,2014,1163.17404,0.0,50540.22049816252,0.6096999999999999,363.1299612,4471.0767728,17.2167,0.454452909762226,12377.3,5624.9,2449.0,1493.1553
内蒙古自治区,2015,1036.8234,0.0,53535.65573770492,0.6209,371.1438,4190.3008,17.5374,0.471793733301691,13062.7,6162.9,2440.0,1514.996
内蒙古自治区,2016,983.0280464999998,0.0,56974.54844006568,0.634,374.97338,4341.74245,19.6061,0.4790474818070466,13879.0,6648.7,2436.0,1544.424
内蒙古自治区,2017,1036.69371,0.375,61692.97163995068,0.646,362.66064,5146.75571,19.942289,0.49873083764715287,15009.9,7485.9,2433.0,1571.718
内蒙古自治区,2018,930.29148,0.75,67105.28488852188,0.6551,337.14034129,5595.97503964,20.2641446,0.5024826338684174,16252.9,8166.8,2422.0,1586.6522
内蒙古自治区,2019,970.28739,1.125,72378.46790890269,0.6646,313.24822647,4689.49239389261,20.6089388,0.505864045676625,17479.4,8842.2,2415.0,1605.009
内蒙古自治区,2020,935.44866,1.5,73339.1593841032,0.6748,164.8982,4567.3574973,21.0216772,0.4996141493695881,17623.4,8804.9,2403.0,1621.5444
内蒙古自治区,2021,1187.6372099999999,2.5,89936.66666666667,0.6821,164.81723946,4933.8214662,21.2603313,0.44399762796041664,21584.8,9583.6,2400.0,1637.04
内蒙古自治区,2022,1138.61601,6.659824223137402,99107.45522698875,0.686,88.98093807,5220.70796796,21.6176003,0.4296532566808289,23795.7,10223.9,2401.0,1647.086
内蒙古自治区,2023,1089.59481,14.361096374146085,104426.12687813022,0.6958,252.96,5556.14319956,21.9407,0.449463439979217,25020.5,11245.8,2396.0,1667.1368
北京市,2012,492.0692652,0.0,94168.9124157844,0.8629,421.15896,1001.12637,2.1492,0.7953629083773246,19568.3,15563.9,2078.0,1793.1062
北京市,2013,517.56588,0.0,102334.11764705883,0.8639,254.03861,1051.1407,2.1673,0.8009702933872896,21746.0,17417.9,2125.0,1835.7875
北京市,2014,527.6929464,0.0,108602.02671579918,0.865,273.928081,1036.7093,2.1849,0.8052295620824939,23577.5,18985.3,2171.0,1877.915
北京市,2015,495.92925,0.0,118985.83180987203,0.8671,279.4316,901.4125,2.1885,0.824837424762139,26034.1,21473.9,2188.0,1897.2148
北京市,2016,462.0448332,0.0,129561.2756264237,0.8676,268.494002,825.43477,2.2026,0.8313741486073555,28438.7,23643.2,2195.0,1904.382
北京市,2017,455.2716816,15.0,142779.85414767548,0.8693000000000001,253.159006,958.415862,2.222597,0.8349193478878499,31325.9,26154.6,2194.0,1907.2442
北京市,2018,465.41781,22.0,160407.84671532846,0.8709,254.43275367,1034.22183097,2.2255827,0.8407941663301234,35161.4,29563.5,2192.0,1909.0128
北京市,2019,454.50126,30.0,172452.05479452055,0.8734999999999999,263.68305778,1089.40378250647,2.2365936,0.84305610718352,37767.0,31839.7,2190.0,1912.965
北京市,2020,291.67506000000003,39.0,175895.84285061673,0.8755,114.3644,1032.77888,2.2264044,0.843960045294466,38503.6,32495.5,2189.0,1916.4695
北京市,2021,331.48341,50.7,202607.1265417999,0.875,149.59260991,1077.31190663,2.2319933,0.8231459706385694,44350.7,36507.1,2189.0,1915.375
北京市,2022,285.96312,71.03812504679895,207062.27106227106,0.8757,88.60912163,1017.05876016,2.2362788,0.8436217449759411,45222.4,38150.6,2184.0,1912.5288
北京市,2023,272.06208000000004,91.5519893851813,216622.59835315644,0.8783,295.37,1062.59632638,2.2433,0.8519883345968743,47353.7,40344.8,2186.0,1919.9638
吉林省,2012,865.91043,0.0,32732.765011119347,0.5454,536.21816,1596.10848,9.3208,0.48923714515416766,8831.3,4320.6,2698.0,1471.4892
吉林省,2013,731.0639699999999,0.0,36014.24287856072,0.5574,413.70833,1681.34804,9.4191,0.4981266781841267,9608.6,4786.3,2668.0,1487.1432
吉林省,2014,784.00818,0.0,38141.55942467827,0.5681,424.4740074,1703.810912,9.6041,0.49636796665674304,10077.0,5001.9,2642.0,1500.9202
吉林省,2015,725.0347800000001,0.0,38893.6088786835,0.5764,430.3086,1425.3461,9.7326,0.4973481978569109,10162.9,5054.5,2613.0,1506.1332
吉林省,2016,703.14102,0.0,41306.97312037398,0.5875,431.2732871,1478.517705,10.2484,0.5254962983920404,10603.5,5572.1,2567.0,1508.1125
吉林省,2017,796.4643599999999,0.5,43875.6927949327,0.5971,425.36222812,1634.654635,10.3895729,0.5406568618605071,11083.0,5992.1,2526.0,1508.2746
吉林省,2018,833.7028499999999,1.0,46044.28341384863,0.6084999999999999,427.27967008,1704.71421,10.5398933,0.5442757969468586,11437.4,6225.1,2484.0,1511.514
吉林省,2019,826.54605,1.5,48812.90849673202,0.6163,424.8877142,1802.72721825858,10.6659942,0.5439687348318745,11949.4,6500.1,2448.0,1508.7024
吉林省,2020,799.7897700000001,2.0,52102.95956648604,0.6264,198.85815,1865.05675,10.7848061,0.5287491499659986,12499.5,6609.1,2399.0,1502.7336
吉林省,2021,855.4491899999999,3.0,56552.0,0.6335999999999999,208.72314303,2068.57547858,10.8691379,0.5333442532629494,13431.1,7163.4,2375.0,1504.8
吉林省,2022,479.30202,7.547800786222389,55883.30494037479,0.6372,122.48075509,1873.54981669,10.9761326,0.5454753303763318,13121.4,7157.4,2348.0,1496.1456
吉林省,2023,453.06477,17.50258620599054,59609.66224882429,0.6473,335.83,2012.98620688,11.0465,0.5645248050951394,13942.7,7871.0,2339.0,1514.0347
四川省,2012,1111.65822,0.0,29962.77056277056,0.4335,1310.24622,2238.28492,29.3499,0.4066600894121337,24224.9,9851.3,8085.0,3504.8475
四川省,2013,867.69135,0.0,33121.71661117277,0.4496,912.12292,2248.59825,30.1816,0.4163315759687844,26858.4,11182.0,8109.0,3645.8064
四川省,2014,1231.62714,0.0,36070.15603882541,0.46509999999999996,954.6639702,2465.1254716,30.9742,0.43430128587243466,29357.5,12750.0,8139.0,3785.4489
四川省,2015,1093.78746,0.0,37614.812103465105,0.48269999999999996,987.7606,2387.4394,31.5582,0.45332818668076597,30829.1,13975.7,8196.0,3956.2092
四川省,2016,1681.4473200000002,0.0,41060.71991273785,0.5,941.59585416,2504.11279718,32.4138,0.48786571111478433,33879.2,16528.5,8251.0,4125.5
四川省,2017,1748.59353,2.333333333333333,46467.72831463385,0.5178,881.5152864,2696.16962003,32.995047,0.5110820908116136,38517.1,19685.4,8289.0,4292.0442
四川省,2018,2121.6040199999998,4.666666666666667,52324.239875015024,0.5349999999999999,878.30132411,2946.09497412,33.1592258,0.5295183628471026,43539.0,23054.7,8321.0,4451.735
四川省,2019,2231.04051,7.0,56482.57693689378,0.5536,872.6787971,2710.83363324808,33.7094898,0.533373897041676,47168.6,25158.5,8351.0,4623.1136
四川省,2020,2218.30101,12.0,59067.136542826425,0.5673,560.29492,2861.31541,39.4371062,0.53176957878536,49445.1,26293.4,8371.0,4748.8683
四川省,2021,2298.7517399999997,22.0,65852.00668896321,0.5782,596.57094066,3078.89038234,39.8898934,0.5342155907805548,55131.3,29452.0,8372.0,4840.6904
四川省,2022,2290.94532,54.6105586297267,68795.55767852878,0.5835,392.56807865,3202.04056019,40.5390216,0.5438348602832177,57609.4,31330.0,8374.0,4886.229
四川省,2023,2283.1389,88.41049955333683,73319.07265774379,0.5949,814.18,3434.4251489,41.8254,0.5544713088435196,61353.4,34018.7,8368.0,4978.1232
天津市,2012,590.5548000000001,0.0,66712.62699564586,0.8155,314.66429,7844.06138,1.5391,0.5342216904166214,9193.0,4911.1,1378.0,1123.759
天津市,2013,422.51454,0.0,71455.31914893616,0.8229,267.09188,3097.39451,1.5718,0.547224868985231,10075.2,5513.4,1410.0,1160.289
天津市,2014,436.81842,0.0,75221.83344996501,0.8255,246.736002,3602.375216,1.611,0.5558460164477356,10749.2,5974.9,1429.0,1179.6395
天津市,2015,455.0562,0.0,75671.99444058375,0.8288,252.3024,2519.2248,1.655,0.5727968996804172,10889.2,6237.3,1439.0,1192.6432
天津市,2016,424.22634000000005,0.0,79604.9896049896,0.8327,262.045877,2302.3199121,1.6764,0.6050840080090537,11487.0,6950.6,1443.0,1201.5861
天津市,2017,413.95113000000003,2.0,88426.95035460993,0.8357,266.91166959,2169.543905,1.6532146,0.6203942830560947,12468.2,7735.2,1410.0,1178.337
天津市,2018,364.87809000000004,4.0,96971.0773680405,0.8394999999999999,276.51083675,2240.52556826,1.6256737,0.6263841146512963,13411.1,8400.5,1383.0,1161.0285
天津市,2019,335.3571,6.0,101784.83754512636,0.8431000000000001,287.40195998,2662.44564442566,1.6131882,0.6309692704934312,14097.2,8894.9,1385.0,1167.6935
天津市,2020,348.54471,9.0,102601.29776496034,0.847,143.51736,2600.36635,1.6411022,0.63621159738033,14230.8,9053.8,1387.0,1174.789
天津市,2021,378.88541999999995,14.0,117211.94464675892,0.8488,171.01141712,2677.55614042,1.5307173,0.6242885193746426,16093.2,10046.8,1373.0,1165.4024
天津市,2022,394.50906,37.29501564956945,121705.79603815114,0.8511,97.50161569,2665.82820919,1.5230486,0.6162522229255207,16588.5,10222.7,1363.0,1160.0493
天津市,2023,410.1327,52.95654287966369,126186.21700879766,0.8549,233.18,2785.84425494,1.5221,0.631008958970009,17211.8,10860.8,1364.0,1166.0836
宁夏回族自治区,2012,245.61420029999996,0.0,32807.283763277694,0.5115000000000001,120.97293,1065.7404,2.6522,0.45351526364477335,2162.0,980.5,659.0,337.0785
宁夏回族自治区,2013,278.13635999999997,0.0,35509.00900900901,0.5284,102.94618,873.04868,2.8554,0.46289483699099326,2364.9,1094.7,666.0,351.9144
宁夏回族自治区,2014,291.90840693246577,0.0,37115.04424778761,0.5482,114.2449748,836.84359,3.1276,0.4712287394690828,2516.4,1185.8,678.0,371.6796
宁夏回族自治区,2015,294.68682,0.0,38665.20467836257,0.5698,115.5232,816.9267,3.324,0.48818391499981095,2644.7,1291.1,684.0,389.7432
宁夏回族自治区,2016,306.72882,0.0,41054.676258992804,0.5874,109.719566,819.94078,3.394,0.5020853047348683,2853.3,1432.6,695.0,408.243
宁夏回族自治区,2017,325.65582,0.2,46405.67375886525,0.6095,99.19000764,753.72197,3.4561152,0.4936422545543465,3271.6,1615.0,705.0,429.6975
宁夏回族自治区,2018,267.33753,0.4,50430.98591549296,0.6214999999999999,88.30616647,627.68472,3.5405236,0.5063676478802436,3580.6,1813.1,710.0,441.265
宁夏回族自治区,2019,280.71585,0.6000000000000001,53577.40585774059,0.6363,87.03601093,650.991097553602,3.6575711,0.5137576467525706,3841.5,1973.6,717.0,456.2271
宁夏回族自治区,2020,264.57525000000004,0.8,55980.58252427184,0.6496000000000001,52.51051,698.28793,3.6900937,0.5186313859570885,4036.2,2093.3,721.0,468.3616
宁夏回族自治区,2021,281.5434,1.5,64365.51724137931,0.6604,55.91924115,812.20855764,3.7576667,0.48543876567020255,4666.5,2265.3,725.0,478.79
宁夏回族自治区,2022,270.17235,2.6639296892549607,70990.38461538461,0.6634,36.5463615,873.75326528,3.8347292,0.47249472726920916,5168.1,2441.9,728.0,482.9552
宁夏回族自治区,2023,258.80129999999997,5.834195401996847,73646.09053497942,0.6731,85.7,946.62311019,3.8739,0.48645879898673816,5368.8,2611.7,729.0,490.6899
安徽省,2012,1476.68454,0.0,31137.002341920375,0.46299999999999997,1824.56642,9817.82956,16.5157,0.3947200180512203,18613.7,7347.2,5978.0,2767.814
安徽省,2013,1641.1661100000001,0.0,34883.43353373413,0.47869999999999996,1286.26462,12335.34164,17.3763,0.4060474334791892,20888.2,8481.6,5988.0,2866.4556
安徽省,2014,1799.75673,0.0,38153.576788394195,0.4931,1417.3365,13500.595,17.4373,0.41970306852500144,22880.7,9603.1,5997.0,2957.1207
安徽省,2015,1805.0805,0.0,40164.19896855764,0.5097,1218.2161,10402.2515,18.694,0.45265442556134977,24142.7,10928.3,6011.0,3063.8067
安徽省,2016,1814.1498469721437,0.0,44424.33283606829,0.5262,1187.36229,10896.3737,19.7588,0.47736295389758665,26801.2,12793.9,6033.0,3174.5646
安徽省,2017,1931.7081387466521,1.6666666666666667,49763.57932970117,0.5428999999999999,1153.68501,11429.77434,20.3285308,0.4936102024431189,30141.8,14878.3,6057.0,3288.3453
安徽省,2018,2007.8161200000002,3.333333333333333,56578.834759710335,0.5565,1163.66088914,11803.68283967,20.8826249,0.5132718392660273,34377.3,17644.9,6076.0,3381.294
安徽省,2019,1914.95889,5.0,61695.33814839133,0.5701999999999999,1164.809739,10245.7925728704,21.8294578,0.5260903343904982,37584.8,19773.0,6092.0,3473.6584
安徽省,2020,1940.8803300000002,8.0,63274.037674037674,0.5833,697.28725,10241.66603,23.6482747,0.5218179182371702,38628.8,20157.2,6105.0,3561.0465
安徽省,2021,1954.34622,15.0,70510.06052674628,0.5939,753.60346031,11068.03874749,23.7410862,0.5292811603886522,43102.8,22813.5,6113.0,3630.5107
安徽省,2022,1721.1834,40.8469219019094,74302.43185898483,0.6015,483.56272102,11281.77466615,23.7967213,0.5340262844013522,45525.1,24311.6,6127.0,3685.3905
安徽省,2023,1718.33508,66.42007073042564,78790.23035451723,0.6151,1050.66,12097.16305702,23.9129,0.5390658856461562,48227.5,25997.8,6121.0,3765.0271
山东省,2012,4807.4019135749995,0.0,44895.24103831891,0.5203,1836.14133,11077.78385,24.4586,0.41898803009340513,43584.3,18261.3,9708.0,5051.0724
山东省,2013,2809.44405,0.0,49310.58895957316,0.5346,1083.75315,8194.15413,25.2786,0.4367234659713971,48058.1,20988.1,9746.0,5210.2116
山东省,2014,2903.142281015119,0.0,52561.88825448613,0.5477,1143.600878,8253.025039,25.9515,0.45199960428842717,51552.7,23301.8,9808.0,5371.8416
山东省,2015,2970.60885,0.0,56921.852827893774,0.5697,1147.3167,8418.041,26.3447,0.47083019492833755,56159.1,26441.4,9866.0,5620.6602
山东省,2016,3037.1554363868368,0.0,59864.23343026171,0.5912999999999999,1188.919256,8884.336682,26.572,0.4908881690244646,59702.6,29307.3,9973.0,5897.0349
山东省,2017,3353.58747,3.25,63748.23083823383,0.6079,1247.259492,9719.46451,27.0590238,0.5034553601861204,63958.6,32200.3,10033.0,6099.0607
山东省,2018,3269.84769,6.5,67345.83705467897,0.6146,1289.608743,10052.195719,27.5641597,0.5214840181302716,67864.4,35390.2,10077.0,6193.3242
山东省,2019,3305.2538700000005,11.0,71268.85018800713,0.6186,1337.98339713,10166.4174130755,28.0324542,0.5337434726890785,72024.3,38442.5,10106.0,6251.5716
山东省,2020,2807.1361800000004,18.0,73148.9424495819,0.6305000000000001,596.23669,10377.400458,28.6814436,0.537731370341829,74355.9,39983.5,10165.0,6409.0325
山东省,2021,2968.10271,32.0,83419.86234021632,0.6394000000000001,706.81343451,12049.70139325,28.8143167,0.527205969023315,84838.0,44727.1,10170.0,6502.698
山东省,2022,3228.624,90.57360943466864,88083.63672144052,0.6454,415.30516208,14273.49070572,29.1759153,0.5271036222316057,89519.4,47186.0,10163.0,6559.2002
山东省,2023,3489.1452900000004,140.91825817130845,93061.74059073397,0.6553,1053.39,15043.17790137,29.3411,0.5270331951969294,94206.4,49649.9,10123.0,6633.6019
山西省,2012,1396.7860500000002,0.0,33313.69785794814,0.5132,423.07219,3341.1349220309,13.7771,0.36591453251774575,11819.7,4325.0,3548.0,1820.8336
山西省,2013,1477.66338,0.0,34432.24893917963,0.5288,386.55185,3592.38456,13.9434,0.3935243760166943,12171.8,4789.9,3535.0,1869.308
山西省,2014,1429.69239,0.0,34883.78684807256,0.543,384.5105627,3710.8068583,14.0436,0.42191435768261965,12307.0,5192.5,3528.0,1915.704
山西省,2015,1477.0344599999999,0.0,34203.182722364305,0.5587,380.0454,3438.5456,14.096,0.5059944666461728,12036.1,6090.2,3519.0,1966.0653
山西省,2016,1497.6171,0.0,34604.72396129767,0.5727,360.56017747,3565.45650618,14.2066,0.5199134875535563,12160.1,6322.2,3514.0,2012.4678
山西省,2017,1544.62221,1.25,41820.797720797724,0.5859,373.75555253,4185.0326707,14.2855143,0.49898154519010024,14679.1,7324.6,3510.0,2056.509
山西省,2018,1410.8382000000001,2.5,46125.35693889206,0.5985,393.9474099,4489.43867569,14.332615,0.5161795568652456,16153.1,8337.9,3502.0,2095.947
山西省,2019,1450.6039799999999,3.75,49502.43065484701,0.6129,395.57288854,5466.47830928526,14.4282501,0.524677950436139,17311.0,9082.7,3497.0,2143.3113
山西省,2020,1113.80148,5.0,52156.7335243553,0.6253,226.27223,5711.76314,14.4322877,0.5271690463502666,18202.7,9595.9,3490.0,2182.297
山西省,2021,1136.8206,8.0,66344.25287356322,0.6342,221.31781967,6444.66597593,14.4616656,0.472483302869914,23087.8,10908.6,3480.0,2207.016
山西省,2022,1126.20726,26.63929689254961,73694.91525423729,0.6396,119.14342624,6472.99944125,14.5469171,0.4541694603402304,25653.2,11650.9,3481.0,2226.4476
山西省,2023,1115.5939199999998,39.94179929059379,75160.99249855742,0.6497,316.2,6877.41671975,14.6545,0.48925560827306647,26050.8,12745.5,3466.0,2251.8602
广东省,2012,4553.465759999999,0.0,52583.64278597953,0.6715,2998.22997,9566.23882,19.4943,0.482281389516618,58057.6,28000.1,11041.0,7414.0315
广东省,2013,4014.2291400000004,0.0,56572.58207630878,0.6809000000000001,1780.93005,9228.55089,20.2915,0.49465551395683316,63757.3,31537.9,11270.0,7673.743
广东省,2014,4210.56063,0.0,60573.94029071285,0.6862,2315.3711731,14801.029292,21.2094,0.49752275359445014,69593.4,34624.3,11489.0,7883.7518
广东省,2015,4701.0976200000005,0.0,64926.185990751845,0.6951,1796.5176,14882.2073,21.6023,0.5106421984468642,75820.8,38717.3,11678.0,8117.3778
广东省,2016,4891.57542,0.0,70115.38461538461,0.7015,1887.44507057,21801.64989726,21.8085,0.5329008041354167,83493.4,44493.7,11908.0,8353.462
广东省,2017,4939.11261,12.0,76603.90412651347,0.7074,2012.47233474,27919.79077233,21.9580023,0.5468180136939168,93004.8,50856.7,12141.0,8588.5434
广东省,2018,5028.7661100000005,22.0,82503.96825396825,0.7181,2085.58682667,28338.32922457,21.7699107,0.5559813459316678,101875.9,56641.1,12348.0,8867.0988
广东省,2019,5139.82935,34.0,88452.31803987508,0.7265,2125.72018593,27373.6730412026,22.0290402,0.5665780437972591,110468.1,62588.8,12489.0,9073.2585
广东省,2020,4559.42736,55.0,90073.58998732573,0.7415,1190.90725,27211.1177008,22.1872569,0.5735672405590064,113708.9,65219.7,12624.0,9360.696
广东省,2021,3711.2155199999997,89.0,100581.362346263,0.7463,940.86037192,28031.51859966,22.2986754,0.5691846675038056,127577.4,72615.1,12684.0,9466.0692
广东省,2022,2691.27378,199.3507384125796,104722.36706960575,0.7479,722.95433183,28078.1141971,22.3080525,0.5722924152999198,132547.1,75855.7,12657.0,9466.1703
广东省,2023,1671.3320399999998,293.50490714661066,108535.65244766252,0.7542,1315.17,29304.37496472,22.3391,0.5777199442516392,137905.4,79670.7,12706.0,9582.8652
广西壮族自治区,2012,1651.77756,0.0,24492.117596932254,0.4348,1047.97759,4110.64052,10.7906,0.4233512516744081,11496.6,4867.1,4694.0,2040.9512
广西壮族自治区,2013,1269.126,0.0,26803.212851405624,0.45110000000000006,611.3252,3856.37149,11.1384,0.4479756478400076,12680.6,5680.6,4731.0,2134.1541
